Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0	0.06560773	0	0.05599778	0	0.06560773	0
1	0.06445048	0	0.05769138	0	0.06445048	0
2	0.05532906	0	0.05053947	0	0.05532906	0
3	0.1099537	0	0.08746996	0	0.1099537	0
4	0.138484	0	0.1045163	0	0.138484	0
5	0.07767785	0	0.06894438	0	0.07767785	0
6	0.09615385	0	0.07033321	0	0.09615385	0
7	0.1585977	0	0.1212196	0	0.1585977	0
8	0.126162	0	0.09871763	0	0.126162	0
9	0.1074661	0	0.07745482	0	0.1074661	0
10	0.1074661	0	0.07745482	0	0.1074661	0

