Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,27,47595,0,6,609345,0,27,47595,0
1,35,38775,0,17,22638,0,35,38775,0
2,35,38775,0,17,22638,0,35,38775,0

