Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,28,2845,0,6,746809,0,28,2845,0
1,28,40659,0,14,61213,0,28,40659,0
2,28,55205,0,14,96415,0,28,55205,0
3,33,16111,0,17,26352,0,33,16111,0
4,32,87476,0,19,84887,0,33,16111,0
5,36,86289,0,19,1006,0,36,86289,0
6,37,03545,0,23,44373,0,37,03545,0
7,34,27145,0,20,98973,0,37,03545,0
8,55,85313,0,26,81527,0,55,85313,0
9,62,97586,0,29,20009,0,62,97586,0
10,62,97586,0,29,20009,0,62,97586,0

