Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,29,15481,0,6,581302,0,29,15481,0
1,37,55154,0,17,64461,0,37,55154,0
2,37,55154,0,17,64461,0,37,55154,0

