Generation,PopBestRed,PopBestBlue,PopAvgRed,PopAvgBlue,BestOverallRed,BestOverallBlue
0,29,14524,0,6,798348,0,29,14524,0
1,28,42695,0,14,39275,0,29,14524,0
2,28,42695,0,14,39275,0,29,14524,0

